game_title,author,number_of_ratings,wowie_rank,wowie_score,wowie_raw_score,fun_rank,fun_score,fun_raw_score,creativity_rank,creativity_score,creativity_raw_score,simplicity_rank,simplicity_score,simplicity_raw_score,sound_rank,sound_score,sound_raw_score,visuals_rank,visuals_score,visuals_raw_score,on_topic_rank,on_topic_score,on_topic_raw_score
Enemies Cooperate,Giant-Axe, 4,#854,1.443,2.500,#870,1.443,2.500,#844,1.732,3.000,#792,2.309,4.000,#779,1.588,2.750,#759,1.876,3.250,#881,1.443,2.500
Larry to Glenfield Dungeon,CyanCode, 4,#854,1.443,2.500,#794,1.732,3.000,#844,1.732,3.000,#792,2.309,4.000,#860,1.299,2.250,#905,1.299,2.250,#723,2.165,3.750
Bat and Bot,Magnarris, 4,#854,1.443,2.500,#750,1.876,3.250,#759,2.021,3.500,#748,2.454,4.250,#981,0.577,1.000,#797,1.732,3.000,#683,2.309,4.000
that one game with a dum AI,jsic, 4,#854,1.443,2.500,#902,1.299,2.250,#844,1.732,3.000,#948,1.443,2.500,#937,0.866,1.500,#866,1.443,2.500,#723,2.165,3.750
Conbat,ConfiG, 4,#854,1.443,2.500,#831,1.588,2.750,#656,2.454,4.250,#977,1.155,2.000,#694,1.876,3.250,#628,2.454,4.250,#850,1.588,2.750
A Dumb Car Game,Reditect, 4,#854,1.443,2.500,#870,1.443,2.500,#910,1.443,2.500,#883,1.876,3.250,#860,1.299,2.250,#866,1.443,2.500,#914,1.299,2.250
ELECTRO-PLASM,caanti, 4,#854,1.443,2.500,#902,1.299,2.250,#844,1.732,3.000,#912,1.732,3.000,#860,1.299,2.250,#725,2.021,3.500,#914,1.299,2.250
Mech Killer,WritingStaff, 4,#854,1.443,2.500,#870,1.443,2.500,#844,1.732,3.000,#883,1.876,3.250,#898,1.155,2.000,#820,1.588,2.750,#788,1.876,3.250
ai in the north,thebestboii, 5,#863,1.420,2.200,#914,1.291,2.000,#896,1.549,2.400,#953,1.420,2.200,#870,1.291,2.000,#879,1.420,2.200,#893,1.420,2.200
Robot Repair,Pink Ostridge Studios, 5,#863,1.420,2.200,#773,1.807,2.800,#963,1.033,1.600,#689,2.711,4.200,#727,1.807,2.800,#931,1.162,1.800,#952,1.033,1.600
ZombAI,"hecto600, Klaatu92", 5,#863,1.420,2.200,#810,1.678,2.600,#824,1.807,2.800,#756,2.453,3.800,#870,1.291,2.000,#879,1.420,2.200,#807,1.807,2.800
Big Hat,Musa Odabaşı, 5,#863,1.420,2.200,#844,1.549,2.400,#824,1.807,2.800,#933,1.549,2.400,#680,1.936,3.000,#806,1.678,2.600,#778,1.936,3.000
Fall,Clune, 5,#863,1.420,2.200,#914,1.291,2.000,#862,1.678,2.600,#811,2.195,3.400,#727,1.807,2.800,#879,1.420,2.200,#778,1.936,3.000
Cursed Cave,DerpyDino35, 7,#868,1.418,1.857,#827,1.637,2.143,#840,1.746,2.286,#801,2.291,3.000,#930,0.982,1.286,#791,1.746,2.286,#896,1.418,1.857
Untitled-119,TheGladHatter, 6,#869,1.414,2.000,#849,1.532,2.167,#647,2.475,3.500,#721,2.593,3.667,#619,2.239,3.167,#840,1.532,2.167,#667,2.357,3.333
HelloHuman,TheLowestByte, 6,#869,1.414,2.000,#849,1.532,2.167,#792,1.886,2.667,#776,2.357,3.333,#801,1.532,2.167,#941,1.061,1.500,#636,2.475,3.500
InAnotherWorld,Mario0Fan, 3,#871,1.333,2.667,#858,1.500,3.000,#901,1.500,3.000,#820,2.167,4.333,#807,1.500,3.000,#919,1.167,2.333,#870,1.500,3.000
A Well Rounded Collaboration,Veenu, 3,#871,1.333,2.667,#922,1.167,2.333,#923,1.333,2.667,#891,1.833,3.667,#758,1.667,3.333,#853,1.500,3.000,#903,1.333,2.667
Masked Monster,GoldieBP, 3,#871,1.333,2.667,#922,1.167,2.333,#768,2.000,4.000,#820,2.167,4.333,#918,1.000,2.000,#853,1.500,3.000,#832,1.667,3.333
Game Forum Sim,Rorybabory, 3,#871,1.333,2.667,#815,1.667,3.333,#735,2.167,4.333,#820,2.167,4.333,#885,1.167,2.333,#853,1.500,3.000,#769,2.000,4.000
Protect the Robert,BubblyTrouble, 3,#871,1.333,2.667,#815,1.667,3.333,#866,1.667,3.333,#891,1.833,3.667,#885,1.167,2.333,#892,1.333,2.667,#870,1.500,3.000
VIBORA,Vedant Chakkarwar, 3,#871,1.333,2.667,#858,1.500,3.000,#942,1.167,2.333,#871,2.000,4.000,#946,0.833,1.667,#919,1.167,2.333,#903,1.333,2.667
Don't Trust the Killer Robot!,FoolishGiraffe, 3,#871,1.333,2.667,#891,1.333,2.667,#923,1.333,2.667,#938,1.500,3.000,#807,1.500,3.000,#778,1.833,3.667,#903,1.333,2.667
C<AI>bernetic,SuperRed001, 3,#871,1.333,2.667,#815,1.667,3.333,#866,1.667,3.333,#891,1.833,3.667,#994,0.500,1.000,#853,1.500,3.000,#870,1.500,3.000
robot rampage,Jayveer1, 3,#871,1.333,2.667,#956,1.000,2.000,#942,1.167,2.333,#820,2.167,4.333,#918,1.000,2.000,#853,1.500,3.000,#798,1.833,3.667
Earth Defender,SwiftKraft, 3,#871,1.333,2.667,#858,1.500,3.000,#923,1.333,2.667,#916,1.667,3.333,#807,1.500,3.000,#811,1.667,3.333,#903,1.333,2.667
Mars Runner,"Anna Alexandrova, s_kostrova, mr_doctorr, Alena Karp", 3,#871,1.333,2.667,#956,1.000,2.000,#923,1.333,2.667,#955,1.333,2.667,#885,1.167,2.333,#892,1.333,2.667,#927,1.167,2.333
ew really stupid dont play (bad game about fixing ais mistakes),lasermtv, 3,#871,1.333,2.667,#858,1.500,3.000,#818,1.833,3.667,#781,2.333,4.667,#807,1.500,3.000,#919,1.167,2.333,#870,1.500,3.000
AI Command,MedwardR, 3,#871,1.333,2.667,#891,1.333,2.667,#901,1.500,3.000,#820,2.167,4.333,#994,0.500,1.000,#892,1.333,2.667,#832,1.667,3.333
Little Timmy's Guide Dude (JamEdition),samvan, 3,#871,1.333,2.667,#922,1.167,2.333,#901,1.500,3.000,#955,1.333,2.667,#846,1.333,2.667,#958,1.000,2.000,#927,1.167,2.333
TheGetAway,bishi1, 3,#871,1.333,2.667,#858,1.500,3.000,#866,1.667,3.333,#891,1.833,3.667,#807,1.500,3.000,#811,1.667,3.333,#959,1.000,2.000
Alliance Improbable,krazyn8, 3,#871,1.333,2.667,#858,1.500,3.000,#942,1.167,2.333,#891,1.833,3.667,#967,0.667,1.333,#989,0.667,1.333,#870,1.500,3.000
CAT_AND_DICE,MILTON VINCILINE V, 8,#887,1.327,1.625,#900,1.327,1.625,#917,1.429,1.750,#650,2.858,3.500,#714,1.837,2.250,#704,2.143,2.625,#986,0.816,1.000
KennAI,Moonrise45555, 8,#887,1.327,1.625,#880,1.429,1.750,#778,1.939,2.375,#877,1.939,2.375,#803,1.531,1.875,#850,1.531,1.875,#847,1.633,2.000
DCPU's,gkapusta, 7,#889,1.309,1.714,#856,1.528,2.000,#882,1.637,2.143,#737,2.510,3.286,#957,0.764,1.000,#772,1.855,2.429,#896,1.418,1.857
Bots VR Zombies,Nicholas_2, 4,#890,1.299,2.250,#870,1.443,2.500,#798,1.876,3.250,#856,2.021,3.500,#694,1.876,3.250,#820,1.588,2.750,#818,1.732,3.000
Save AI Friend,SLOW SLOTH GAMES, 4,#890,1.299,2.250,#794,1.732,3.000,#884,1.588,2.750,#831,2.165,3.750,#860,1.299,2.250,#932,1.155,2.000,#683,2.309,4.000
Ai Wars,rcr1234, 4,#890,1.299,2.250,#794,1.732,3.000,#910,1.443,2.500,#715,2.598,4.500,#937,0.866,1.500,#986,0.722,1.250,#942,1.155,2.000
"I'm TRYING to die, AI!",xsorrow, 4,#890,1.299,2.250,#902,1.299,2.250,#884,1.588,2.750,#645,2.887,5.000,#779,1.588,2.750,#950,1.010,1.750,#818,1.732,3.000
RoboVollyBall,WIZEA Entertainment, 4,#890,1.299,2.250,#870,1.443,2.500,#759,2.021,3.500,#856,2.021,3.500,#664,2.021,3.500,#866,1.443,2.500,#756,2.021,3.500
Snail Attack!,Mythological Studio, 4,#890,1.299,2.250,#950,1.010,1.750,#844,1.732,3.000,#926,1.588,2.750,#779,1.588,2.750,#797,1.732,3.000,#914,1.299,2.250
Project M.O.L.E.,oshiwota, 4,#890,1.299,2.250,#794,1.732,3.000,#844,1.732,3.000,#883,1.876,3.250,#664,2.021,3.500,#759,1.876,3.250,#788,1.876,3.250
Help Cat(AI),olucas, 4,#890,1.299,2.250,#938,1.155,2.000,#798,1.876,3.250,#856,2.021,3.500,#819,1.443,2.500,#932,1.155,2.000,#818,1.732,3.000
isometric cube shooting,Sappir, 4,#890,1.299,2.250,#938,1.155,2.000,#988,0.722,1.250,#856,2.021,3.500,#937,0.866,1.500,#974,0.866,1.500,#969,0.866,1.500
Bread and gAImes,achwasweissich2, 4,#890,1.299,2.250,#870,1.443,2.500,#844,1.732,3.000,#856,2.021,3.500,#961,0.722,1.250,#986,0.722,1.250,#756,2.021,3.500
Color is Guide (UNFINISHED),Carl Williams, 4,#890,1.299,2.250,#726,2.021,3.500,#798,1.876,3.250,#856,2.021,3.500,#819,1.443,2.500,#905,1.299,2.250,#881,1.443,2.500
GraveHard,Ertuiop123, 4,#890,1.299,2.250,#682,2.165,3.750,#884,1.588,2.750,#748,2.454,4.250,#981,0.577,1.000,#932,1.155,2.000,#756,2.021,3.500
BitBoingWow,FreeWorldMedia, 4,#890,1.299,2.250,#870,1.443,2.500,#884,1.588,2.750,#685,2.742,4.750,#694,1.876,3.250,#905,1.299,2.250,#850,1.588,2.750
AImmo,summoncrafter, 6,#903,1.296,1.833,#820,1.650,2.333,#876,1.650,2.333,#745,2.475,3.500,#581,2.357,3.333,#786,1.768,2.500,#734,2.121,3.000
The burend tunnels,uhru_zelke, 6,#903,1.296,1.833,#849,1.532,2.167,#792,1.886,2.667,#882,1.886,2.667,#765,1.650,2.333,#911,1.296,1.833,#836,1.650,2.333
Help Bob,"Qouck, Nobelium", 6,#903,1.296,1.833,#820,1.650,2.333,#898,1.532,2.167,#545,3.182,4.500,#765,1.650,2.333,#786,1.768,2.500,#836,1.650,2.333
Robo Clean Services,ironhandmd, 6,#903,1.296,1.833,#849,1.532,2.167,#898,1.532,2.167,#695,2.711,3.833,#688,1.886,2.667,#941,1.061,1.500,#636,2.475,3.500
Zombie AIsland,Dra6on, 6,#903,1.296,1.833,#743,1.886,2.667,#876,1.650,2.333,#923,1.650,2.333,#884,1.179,1.667,#911,1.296,1.833,#836,1.650,2.333
Stuck in a Mecha-Horror,"Summyt, froggikit, Nalurianne, Game Dev Técnico, GoncaloGoulao", 6,#903,1.296,1.833,#820,1.650,2.333,#836,1.768,2.500,#923,1.650,2.333,#836,1.414,2.000,#840,1.532,2.167,#766,2.003,2.833
Imagination != Replicable,RandomGeneratorCodes (RGC Exists), 5,#909,1.291,2.000,#944,1.033,1.600,#918,1.420,2.200,#906,1.807,2.800,#910,1.033,1.600,#879,1.420,2.200,#674,2.324,3.600
Booster Cars,fireswordchris, 5,#909,1.291,2.000,#935,1.162,1.800,#862,1.678,2.600,#689,2.711,4.200,#973,0.645,1.000,#879,1.420,2.200,#674,2.324,3.600
Vacuum Rampage,Undercover Tortoise, 5,#909,1.291,2.000,#844,1.549,2.400,#824,1.807,2.800,#811,2.195,3.400,#973,0.645,1.000,#879,1.420,2.200,#828,1.678,2.600
S.U.N.N.Y. will help you,Yegres, 5,#909,1.291,2.000,#882,1.420,2.200,#896,1.549,2.400,#933,1.549,2.400,#833,1.420,2.200,#718,2.066,3.200,#858,1.549,2.400
Blind Snake,Timmy Soup, 5,#909,1.291,2.000,#914,1.291,2.000,#720,2.195,3.400,#878,1.936,3.000,#727,1.807,2.800,#915,1.291,2.000,#778,1.936,3.000
No Way!,lansky, 5,#909,1.291,2.000,#944,1.033,1.600,#976,0.904,1.400,#849,2.066,3.200,#870,1.291,2.000,#944,1.033,1.600,#940,1.162,1.800
Fear Man,Aditya Raj, 3,#915,1.167,2.333,#922,1.167,2.333,#942,1.167,2.333,#965,1.167,2.333,#885,1.167,2.333,#919,1.167,2.333,#927,1.167,2.333
Slap AImazing!Delivery,"omegasigill, Mcdesi52, EliasWickander", 3,#915,1.167,2.333,#922,1.167,2.333,#866,1.667,3.333,#986,1.000,2.000,#918,1.000,2.000,#892,1.333,2.667,#903,1.333,2.667
Dogs Jelly Bean Journey,Zemphex, 3,#915,1.167,2.333,#922,1.167,2.333,#866,1.667,3.333,#938,1.500,3.000,#885,1.167,2.333,#958,1.000,2.000,#977,0.833,1.667
Best Friends Forever,Sparky Splayz, 3,#915,1.167,2.333,#922,1.167,2.333,#942,1.167,2.333,#891,1.833,3.667,#885,1.167,2.333,#853,1.500,3.000,#927,1.167,2.333
Robot Run,Zen64, 3,#915,1.167,2.333,#891,1.333,2.667,#818,1.833,3.667,#891,1.833,3.667,#946,0.833,1.667,#919,1.167,2.333,#769,2.000,4.000
Aratohu,CmdrApollo, 3,#915,1.167,2.333,#858,1.500,3.000,#969,1.000,2.000,#938,1.500,3.000,#758,1.667,3.333,#853,1.500,3.000,#989,0.667,1.333
AI_piece,paradicsom12, 3,#915,1.167,2.333,#985,0.667,1.333,#991,0.667,1.333,#986,1.000,2.000,#994,0.500,1.000,#1008,0.500,1.000,#927,1.167,2.333
Evolver Ship,Dacow1707, 3,#915,1.167,2.333,#922,1.167,2.333,#942,1.167,2.333,#965,1.167,2.333,#885,1.167,2.333,#919,1.167,2.333,#927,1.167,2.333
AI virus,Lambert007, 3,#915,1.167,2.333,#956,1.000,2.000,#969,1.000,2.000,#965,1.167,2.333,#918,1.000,2.000,#958,1.000,2.000,#927,1.167,2.333
Help Jeffery,OL354, 3,#915,1.167,2.333,#1008,0.500,1.000,#1011,0.500,1.000,#965,1.167,2.333,#994,0.500,1.000,#1008,0.500,1.000,#1008,0.500,1.000
Sky Mail,bwcampbell9, 3,#915,1.167,2.333,#764,1.833,3.667,#923,1.333,2.667,#955,1.333,2.667,#994,0.500,1.000,#778,1.833,3.667,#959,1.000,2.000
Laser Tanks Go Drrrrrrr,Jirushi, 5,#926,1.162,1.800,#935,1.162,1.800,#824,1.807,2.800,#933,1.549,2.400,#973,0.645,1.000,#879,1.420,2.200,#746,2.066,3.200
Artificial Memory!,Megajackatron, 5,#926,1.162,1.800,#944,1.033,1.600,#938,1.291,2.000,#849,2.066,3.200,#954,0.775,1.200,#830,1.549,2.400,#893,1.420,2.200
Tied,Loft Studios, 5,#926,1.162,1.800,#935,1.162,1.800,#918,1.420,2.200,#906,1.807,2.800,#973,0.645,1.000,#830,1.549,2.400,#858,1.549,2.400
Crappy Platformer #999999,Techplane20, 5,#926,1.162,1.800,#844,1.549,2.400,#938,1.291,2.000,#656,2.840,4.400,#932,0.904,1.400,#944,1.033,1.600,#968,0.904,1.400
robot helper,A.R.B.A.B, 5,#926,1.162,1.800,#773,1.807,2.800,#782,1.936,3.000,#811,2.195,3.400,#954,0.775,1.200,#830,1.549,2.400,#746,2.066,3.200
LostSoil,K1kus, 5,#926,1.162,1.800,#882,1.420,2.200,#782,1.936,3.000,#906,1.807,2.800,#896,1.162,1.800,#879,1.420,2.200,#858,1.549,2.400
get to the top,ryan, 4,#932,1.155,2.000,#902,1.299,2.250,#798,1.876,3.250,#748,2.454,4.250,#860,1.299,2.250,#905,1.299,2.250,#969,0.866,1.500
Don't Die Johnathan!,TinTank Games, 4,#932,1.155,2.000,#938,1.155,2.000,#933,1.299,2.250,#926,1.588,2.750,#913,1.010,1.750,#932,1.155,2.000,#850,1.588,2.750
Enemielution,BendyGaming, 4,#932,1.155,2.000,#750,1.876,3.250,#884,1.588,2.750,#748,2.454,4.250,#937,0.866,1.500,#932,1.155,2.000,#914,1.299,2.250
Red Cube 1.4,Tucker Slack, 4,#932,1.155,2.000,#870,1.443,2.500,#884,1.588,2.750,#715,2.598,4.500,#937,0.866,1.500,#974,0.866,1.500,#969,0.866,1.500
Microbots,Andygun1, 9,#932,1.155,1.333,#919,1.251,1.444,#922,1.347,1.556,#881,1.925,2.222,#800,1.540,1.778,#838,1.540,1.778,#902,1.347,1.556
Bob The Construction Cube,MTBRGaming, 4,#932,1.155,2.000,#950,1.010,1.750,#933,1.299,2.250,#948,1.443,2.500,#898,1.155,2.000,#950,1.010,1.750,#969,0.866,1.500
B0Bos,TKGaming728, 4,#932,1.155,2.000,#902,1.299,2.250,#933,1.299,2.250,#831,2.165,3.750,#898,1.155,2.000,#820,1.588,2.750,#818,1.732,3.000
Project Muskk,warriormaster12, 4,#932,1.155,2.000,#950,1.010,1.750,#958,1.155,2.000,#948,1.443,2.500,#779,1.588,2.750,#700,2.165,3.750,#956,1.010,1.750
Chicken Express,JOHdev, 4,#932,1.155,2.000,#902,1.299,2.250,#910,1.443,2.500,#748,2.454,4.250,#860,1.299,2.250,#866,1.443,2.500,#969,0.866,1.500
A Heist with Robot,Kancjusz, 4,#932,1.155,2.000,#870,1.443,2.500,#759,2.021,3.500,#883,1.876,3.250,#664,2.021,3.500,#820,1.588,2.750,#756,2.021,3.500
Time Shifter,NotDopatoman, 4,#932,1.155,2.000,#1000,0.577,1.000,#1004,0.577,1.000,#1008,0.577,1.000,#981,0.577,1.000,#1002,0.577,1.000,#999,0.577,1.000
hackerman,wigglebug09, 7,#944,1.091,1.429,#943,1.091,1.429,#882,1.637,2.143,#959,1.309,1.714,#771,1.637,2.143,#903,1.309,1.714,#843,1.637,2.143
Protect the pet!,TindallB, 5,#945,1.033,1.600,#914,1.291,2.000,#955,1.162,1.800,#878,1.936,3.000,#910,1.033,1.600,#973,0.904,1.400,#858,1.549,2.400
Untitled clicker game,Vebj, 5,#945,1.033,1.600,#944,1.033,1.600,#955,1.162,1.800,#953,1.420,2.200,#932,0.904,1.400,#944,1.033,1.600,#994,0.645,1.000
platforemer,ryzalCantMakeGam, 5,#945,1.033,1.600,#944,1.033,1.600,#976,0.904,1.400,#878,1.936,3.000,#797,1.549,2.400,#830,1.549,2.400,#952,1.033,1.600
Cubes n' Circles,DiscBloxer2, 2,#948,1.021,2.500,#880,1.429,3.500,#940,1.225,3.000,#890,1.837,4.500,#879,1.225,3.000,#949,1.021,2.500,#796,1.837,4.500
Math Gauntlet (Prototype),RossyRoo, 4,#949,1.010,1.750,#750,1.876,3.250,#910,1.443,2.500,#926,1.588,2.750,#913,1.010,1.750,#759,1.876,3.250,#969,0.866,1.500
Bucket Bros,bdfattmann, 4,#949,1.010,1.750,#968,0.866,1.500,#988,0.722,1.250,#715,2.598,4.500,#981,0.577,1.000,#950,1.010,1.750,#999,0.577,1.000
Unwishfull destiny,"Darkspikey, Fetzzidiaz", 4,#949,1.010,1.750,#950,1.010,1.750,#910,1.443,2.500,#984,1.010,1.750,#913,1.010,1.750,#725,2.021,3.500,#881,1.443,2.500
AutoPilot,Angry Duck, 4,#949,1.010,1.750,#980,0.722,1.250,#933,1.299,2.250,#948,1.443,2.500,#898,1.155,2.000,#905,1.299,2.250,#723,2.165,3.750
roboslater,slay games, 4,#949,1.010,1.750,#902,1.299,2.250,#884,1.588,2.750,#856,2.021,3.500,#779,1.588,2.750,#866,1.443,2.500,#850,1.588,2.750
Beaver's Cave,devcoffin, 4,#949,1.010,1.750,#938,1.155,2.000,#958,1.155,2.000,#912,1.732,3.000,#694,1.876,3.250,#725,2.021,3.500,#914,1.299,2.250
Zombie vs ai,Yassou166, 4,#949,1.010,1.750,#968,0.866,1.500,#933,1.299,2.250,#984,1.010,1.750,#981,0.577,1.000,#932,1.155,2.000,#942,1.155,2.000
SaveDave Fixed,fat_pengu, 4,#949,1.010,1.750,#950,1.010,1.750,#965,1.010,1.750,#977,1.155,2.000,#913,1.010,1.750,#950,1.010,1.750,#956,1.010,1.750
Sentry,Madix.io, 3,#957,1.000,2.000,#956,1.000,2.000,#942,1.167,2.333,#916,1.667,3.333,#885,1.167,2.333,#979,0.833,1.667,#718,2.167,4.333
Roobot cAt Game,Theo Cahill Harder, 3,#957,1.000,2.000,#956,1.000,2.000,#942,1.167,2.333,#820,2.167,4.333,#994,0.500,1.000,#958,1.000,2.000,#903,1.333,2.667
Seed Drop,Frozen Peak Studios, 3,#957,1.000,2.000,#922,1.167,2.333,#901,1.500,3.000,#871,2.000,4.000,#758,1.667,3.333,#892,1.333,2.667,#977,0.833,1.667
Dungeon Dogs,LunarDial, 3,#957,1.000,2.000,#922,1.167,2.333,#969,1.000,2.000,#986,1.000,2.000,#918,1.000,2.000,#979,0.833,1.667,#959,1.000,2.000
YARG (yet another robot game),netzwerg, 3,#957,1.000,2.000,#973,0.833,1.667,#942,1.167,2.333,#916,1.667,3.333,#994,0.500,1.000,#958,1.000,2.000,#798,1.833,3.667
Robo Cleaner,AtarioPZ, 3,#957,1.000,2.000,#973,0.833,1.667,#942,1.167,2.333,#955,1.333,2.667,#846,1.333,2.667,#979,0.833,1.667,#903,1.333,2.667
D-300,RetroJon, 3,#957,1.000,2.000,#858,1.500,3.000,#901,1.500,3.000,#986,1.000,2.000,#885,1.167,2.333,#979,0.833,1.667,#870,1.500,3.000
SnakeSnorker,Kshitij Aucharmal, 3,#957,1.000,2.000,#956,1.000,2.000,#923,1.333,2.667,#986,1.000,2.000,#967,0.667,1.333,#919,1.167,2.333,#1008,0.500,1.000
AI Build,5x9x7x2x7x9, 3,#957,1.000,2.000,#956,1.000,2.000,#866,1.667,3.333,#938,1.500,3.000,#994,0.500,1.000,#919,1.167,2.333,#927,1.167,2.333
Wowie Jam,Shark Lab, 3,#957,1.000,2.000,#985,0.667,1.333,#923,1.333,2.667,#986,1.000,2.000,#946,0.833,1.667,#958,1.000,2.000,#927,1.167,2.333
Parcel Drone,Pete Mahilary, 3,#957,1.000,2.000,#922,1.167,2.333,#942,1.167,2.333,#965,1.167,2.333,#918,1.000,2.000,#958,1.000,2.000,#903,1.333,2.667
street racing,jeremy3560, 3,#957,1.000,2.000,#956,1.000,2.000,#942,1.167,2.333,#916,1.667,3.333,#846,1.333,2.667,#958,1.000,2.000,#977,0.833,1.667
Slippery Cube,RoyX, 4,#969,0.866,1.500,#831,1.588,2.750,#965,1.010,1.750,#883,1.876,3.250,#913,1.010,1.750,#950,1.010,1.750,#988,0.722,1.250
C010R,MerahRed, 4,#969,0.866,1.500,#968,0.866,1.500,#965,1.010,1.750,#926,1.588,2.750,#981,0.577,1.000,#974,0.866,1.500,#969,0.866,1.500
Bon AIppetit (Unfinished),Jamchills, 4,#969,0.866,1.500,#980,0.722,1.250,#958,1.155,2.000,#960,1.299,2.250,#961,0.722,1.250,#866,1.443,2.500,#942,1.155,2.000
"Caught in a Loop, Program the Robot to Help",Superchocolatemilkshake, 4,#969,0.866,1.500,#980,0.722,1.250,#844,1.732,3.000,#997,0.866,1.500,#937,0.866,1.500,#950,1.010,1.750,#683,2.309,4.000
Follow me,Zyppi, 4,#969,0.866,1.500,#968,0.866,1.500,#988,0.722,1.250,#1003,0.722,1.250,#937,0.866,1.500,#950,1.010,1.750,#956,1.010,1.750
Rock Simulator AI,sussykid, 4,#969,0.866,1.500,#968,0.866,1.500,#978,0.866,1.500,#997,0.866,1.500,#937,0.866,1.500,#974,0.866,1.500,#969,0.866,1.500
Double Control,dev6a73, 4,#969,0.866,1.500,#980,0.722,1.250,#844,1.732,3.000,#926,1.588,2.750,#981,0.577,1.000,#932,1.155,2.000,#850,1.588,2.750
I AI,Faraon_Dev, 4,#969,0.866,1.500,#980,0.722,1.250,#737,2.165,3.750,#856,2.021,3.500,#961,0.722,1.250,#974,0.866,1.500,#818,1.732,3.000
Artificial Unintelligence,Argent_Dev, 4,#969,0.866,1.500,#950,1.010,1.750,#965,1.010,1.750,#997,0.866,1.500,#937,0.866,1.500,#950,1.010,1.750,#942,1.155,2.000
Escape_velocity,Mstuf, 3,#978,0.833,1.667,#956,1.000,2.000,#969,1.000,2.000,#891,1.833,3.667,#994,0.500,1.000,#892,1.333,2.667,#870,1.500,3.000
Q-Bot: An AI Shoot 'em up,Gameonlp, 3,#978,0.833,1.667,#956,1.000,2.000,#980,0.833,1.667,#965,1.167,2.333,#885,1.167,2.333,#958,1.000,2.000,#959,1.000,2.000
Antagonizing with AI,BastedEggsRYummy, 3,#978,0.833,1.667,#956,1.000,2.000,#980,0.833,1.667,#938,1.500,3.000,#846,1.333,2.667,#958,1.000,2.000,#977,0.833,1.667
Buddy and I,Luka Lončar, 3,#978,0.833,1.667,#985,0.667,1.333,#969,1.000,2.000,#986,1.000,2.000,#918,1.000,2.000,#919,1.167,2.333,#870,1.500,3.000
FactorAI,Laberintic's Labs, 3,#978,0.833,1.667,#973,0.833,1.667,#866,1.667,3.333,#986,1.000,2.000,#918,1.000,2.000,#979,0.833,1.667,#927,1.167,2.333
BadAsteroidsClone,quirkylemon103, 3,#978,0.833,1.667,#985,0.667,1.333,#991,0.667,1.333,#820,2.167,4.333,#994,0.500,1.000,#989,0.667,1.333,#1008,0.500,1.000
Stupid Robot!,YouHardDrive, 3,#978,0.833,1.667,#973,0.833,1.667,#969,1.000,2.000,#965,1.167,2.333,#994,0.500,1.000,#989,0.667,1.333,#927,1.167,2.333
Setera,EtimOtu, 3,#978,0.833,1.667,#985,0.667,1.333,#980,0.833,1.667,#986,1.000,2.000,#885,1.167,2.333,#958,1.000,2.000,#989,0.667,1.333
AIshoot,clerklyant, 3,#978,0.833,1.667,#956,1.000,2.000,#991,0.667,1.333,#938,1.500,3.000,#946,0.833,1.667,#979,0.833,1.667,#989,0.667,1.333
Cable Crash,FivyDev, 3,#978,0.833,1.667,#985,0.667,1.333,#969,1.000,2.000,#965,1.167,2.333,#994,0.500,1.000,#958,1.000,2.000,#959,1.000,2.000
You and AI,dragonbotMIAU, 3,#978,0.833,1.667,#1008,0.500,1.000,#980,0.833,1.667,#965,1.167,2.333,#946,0.833,1.667,#1008,0.500,1.000,#977,0.833,1.667
Save Dave,fat_pengu, 3,#978,0.833,1.667,#973,0.833,1.667,#980,0.833,1.667,#938,1.500,3.000,#946,0.833,1.667,#979,0.833,1.667,#977,0.833,1.667
TerminAItor,MeBeQuack, 2,#990,0.816,2.000,#949,1.021,2.500,#940,1.225,3.000,#982,1.021,2.500,#912,1.021,2.500,#878,1.429,3.500,#954,1.021,2.500
Prof and AI,iso61, 4,#991,0.722,1.250,#1000,0.577,1.000,#978,0.866,1.500,#977,1.155,2.000,#779,1.588,2.750,#866,1.443,2.500,#999,0.577,1.000
Five Pityu's at Night,SBence, 3,#992,0.667,1.333,#922,1.167,2.333,#991,0.667,1.333,#986,1.000,2.000,#846,1.333,2.667,#958,1.000,2.000,#989,0.667,1.333
I am a Monster,BatserGames, 3,#992,0.667,1.333,#985,0.667,1.333,#991,0.667,1.333,#891,1.833,3.667,#967,0.667,1.333,#958,1.000,2.000,#977,0.833,1.667
AI Pictionary,DreDre6101, 3,#992,0.667,1.333,#985,0.667,1.333,#980,0.833,1.667,#1001,0.833,1.667,#946,0.833,1.667,#989,0.667,1.333,#977,0.833,1.667
In The Dark Game Jam Submission,Heatwave16, 3,#992,0.667,1.333,#985,0.667,1.333,#991,0.667,1.333,#965,1.167,2.333,#994,0.500,1.000,#989,0.667,1.333,#959,1.000,2.000
Morph Help - AI,DaMrNova1, 3,#992,0.667,1.333,#973,0.833,1.667,#980,0.833,1.667,#965,1.167,2.333,#994,0.500,1.000,#958,1.000,2.000,#977,0.833,1.667
Ai Shooter,aymbh, 3,#992,0.667,1.333,#973,0.833,1.667,#1011,0.500,1.000,#891,1.833,3.667,#994,0.500,1.000,#989,0.667,1.333,#989,0.667,1.333
Wowie Jam 4.0,Bene, 5,#998,0.645,1.000,#995,0.645,1.000,#955,1.162,1.800,#1005,0.645,1.000,#973,0.645,1.000,#997,0.645,1.000,#994,0.645,1.000
